 CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
41049;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-01-21;9999-12-31;THE LONDON P&I INSURANCE COMPANY (EUROPE) LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;5 ESPERIDON STREET, 4TH FLOOR -  STROVOLOS CIPRO;DANNI; 
20048;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;THE ONELIFE COMPANY S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;38, PARC D'ACTIVITÉS  CAPELLEN LUSSEMBURGO;VITA; 
10897;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;THE SHIPOWNERS' MUTUAL PROTECTION & INDEMNITY ASSOCIATION (LUXEMBOURG); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;16, RUE NOTRE-DAME  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40967;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-03-12;9999-12-31;THE STANDARD CLUB IRELAND DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FITZWILLIAM HALL, FITZWILLIAM PLACE  DUBLINO IRLANDA;DANNI; 
41044;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-08-07;9999-12-31;THE UNITED KINGDOM FREIGHT DEMURRAGE AND DEFENCE INSURANCE (EUROPE) LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;37 THEKLAS LYSIOTI, GEMINI HOUSE, OFFICE 202 - 3030  LIMASSOL CIPRO;DANNI; 
10870;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;THE WEST OF ENGLAND SHIP OWNERS MUTUAL INSURANCE ASSOCIATION LUXEMBOURG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;31, GRAND-RUE - 1661 LUSSEMBURGO  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40585;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2001-05-08;9999-12-31;THEMIS S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 ET 4 RUE DE PIED DE FOND  NIORT FRANCIA;DANNI; 
10335;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TIROLER VERSICHERUNG V.A.G;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILHELM GREIL STRASSE 10  INNSBRUCK AUSTRIA;DANNI; 
40867;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DU PORT/HAVENLANN 86C, (BOX 119) (B-1000)  BRUXELLES BELGIO;DANNI; 
40873;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STRANDVEIEN 17  LYSAKER NORVEGIA;DANNI; 
40872;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;36 RUE DU CHÂTEAUDUN,  PARIGI FRANCIA;DANNI; 
40868;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BENRATHER STRABE 18-20 (D-40213)  DUSSELDORF GERMANIA;DANNI; 
40869;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TORRE DIAGONAL MAR, JOSEP PLA 2, 10TH FLOOR  BARCELLONA SPAGNA;DANNI; 
40870;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SUMMIT HOUSE, EMBASSY OFFICE, PARK, KILL, CO.  KILDARE IRLANDA;DANNI; 
40902;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-31;9999-12-31;TOKIO MARINE EUROPE S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;26 AVENUE DE LA LIBERTÉ - L-1930  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40871;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-14;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEUW KRONENBURG 8TH FLOOR, PROF. W. H. KEESOMLAAN,1 (1193 DJ)  AMSTERDAM PAESI BASSI;DANNI; 
40903;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-31;9999-12-31;TOKIO MARINE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O BROCKSTEDT-KAALUND LAW OFFICE COPENAGHEN GOTEBORG PLADS, 1, 6  COPENAGHEN DANIMARCA;DANNI; 
10827;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TOWARZYSTWO UBEZPIECZEN ALLIANZ POLSKA S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1 RODZINY HISZPANSKICH STR. (02 - 685)  VARSAVIA POLONIA;DANNI; 
41117;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-12-07;9999-12-31;TOWARZYSTWO UBEZPIECZEN EUROPA SPÓLKA AKCYJNA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;UI. GWIAZDZISTA 62 - 53-  BRESLAVIA POLONIA;DANNI; 
40986;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-08-09;9999-12-31;TOWARZYSTWO UBEZPIECZEN WZAJEMNYCH POLSKI ZAKLAD UBEZPIECZEN WZAJEMNYCH; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;RONDO IGNACEGO DASZYŃSKIEGO 4, 00-843  VARSAVIA POLONIA;DANNI; 
41119;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-12-07;9999-12-31;TOWARZYSTWO UBEZPIECZEŃ NA ŻYCIE EUROPA SPÓŁKA AKCYJNA (TUNŻ EUROPA SA); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;UL. GWIAZDZISTA 62 53-413  BRESLAVIA POLONIA;VITA; 
20038;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TRANS GERMANIA DEUTSCHE RENTEN UND LEBENVERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SCHWARZER WEG, 28  (22309 )  AMBURGO GERMANIA;VITA; 
20037;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TRANSATLANTISCHE LEBENVERSICHERUNGS AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SCHWARZER WEG, 28   AMBURGO GERMANIA;VITA; 
40968;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-03-12;9999-12-31;TRAVELERS INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;THIRD FLOOR, EUROPA HOUSE, HARCOURT CENTRE, HARCOURT STREET  DUBLINO IRLANDA;DANNI; 
41020;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-02-11;9999-12-31;TRAVELERS INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ONE CREECHURCH PLACE (EC3A 5AF)  DUBLINO IRLANDA;DANNI; 
40776;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-11-15;9999-12-31;TRAVELJIGSAW INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DEVELOPMENT HOUSE,ST. ANNE STREET (FRN 9010)  FLORIANA MALTA;DANNI; 
40634;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-05-11;9999-12-31;TRIGLAV OSIGURANJE D.D.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ANTUNA HEINZA, 4   ZAGABRIA CROAZIA;MISTA; 
40803;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-04-06;9999-12-31;TRUST INTERNATIONAL INSURANCE COMPANY (CYPRUS) LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LIMASSOL AVENUE, 79 1 & 3 KOSTI PALAMA CORNER  AGLANTZIA CIPRO;DANNI; 
40281;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-06-10;9999-12-31;TRYG FORSIKRING A/S; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FOLKE BERNADOTTESVEI, 50  BERGEN NORVEGIA;DANNI; 
40280;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-06-10;9999-12-31;TRYG FORSIKRING A/S; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 4226 (SE-203 13)  MALMOE SVEZIA;DANNI; 
41112;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-11-15;9999-12-31;TRYG FORSIKRING A/S; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AM SANDTORKAI 23/24  AMBURGO GERMANIA;DANNI; 
10468;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TRYG FORSIKRING A/S; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KLAUSDALSBROVEJ 601 DK - 2750 BALLERUP  BALLERUP DANIMARCA;DANNI; 
41111;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-11-15;9999-12-31;TRYG FORSIKRING A/S; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARIAHILFER STRASSE 36  VIENNA AUSTRIA;DANNI; 
40581;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-07-30;9999-12-31;TVM VERZEKERINGEN N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BERCHEMSTADIONSTRAAT, 78 (B-2600) - ANTWERPEN-BERCHEM    BELGIO;DANNI; 
40425;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-10-26;9999-12-31;TVM VERZEKERINGEN N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VAN LIMBURG STIRUMSTRAAT, 250  HOOGEVEEN PAESI BASSI;DANNI; 
10861;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;U?DAROJI AKCINÉ GYVYBÉS DRAUDIMO IR PENSIJU BENDROVÉ 'AVIVA LIETUVA'; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LIETUVA GYVYBÉS DRAUD JAGAILOS G. 4 001116  VILNIUS LITUANIA;PICCOLO CUMULO; 
40692;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-03-16;9999-12-31;UADB COMPENSA VIENNA INSURANCE GROUP; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;UKMERGÈS STR. 280 (LT- 06115)  VILNIUS LITUANIA;DANNI; 
40979;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-05-02;9999-12-31;UK P&I CLUB N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILHELMINAKADE 953 (3072 AP )  ROTTERDAM PAESI BASSI;DANNI; 
10516;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;UNILEVER INSURANCE N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POSTBUS 760 (3000 DK )  ROTTERDAM PAESI BASSI;DANNI; 
40588;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-09-10;9999-12-31;UNION VIENNA INSURANCE GROUP BIZTOSÍTÓ ZÁRTKÖRUEN MUKÖDO RÉSZVÉNYTÁRSASÁG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BAROSS UTCA 1  BUDAPEST UNGHERIA;MISTA; 
10242;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;UNIQA OSTERREICH VERSICHERUNGEN AG;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;UNTERE DONAUSTRASSE, 21  VIENNA AUSTRIA;MISTA; 
40702;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-05-05;9999-12-31;UNIQA TOWARZYSTWO UBEZPIECZEŃ SPÓŁKA AKCYJNA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;51 CHLODNA STR. (00-867)  VARSAVIA POLONIA;DANNI; 
10423;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;1998-01-01;9999-12-31;UNIQA VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AUSTRASSE 46 - 9460 VADUZ  VADUZ LIECHTENSTEIN;DANNI; 
40802;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-04-04;9999-12-31;UNITEDHEALTHCARE INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BLOCK C, ONE SPENCER DOCK, NORTH WALL QUAY  DUBLINO IRLANDA;DANNI; 
40747;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-03-22;9999-12-31;UNIÓN DES AUTOMÓVILES CLUBS S.A. DE SEGUROS Y REASEGUROS (UNACSA); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/ISAAC NEWTON, P. TECNOLOGICO MADRID 4  TRES CANTOS SPAGNA;DANNI; 
40808;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-05-21;9999-12-31;UNOFI ASSURANCES; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;7 ET 7 BIS RUE GALVANI - PARIS CEDEX 17 (F- 75809)  PARIGI FRANCIA;VITA; 
10611;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;UPS INTERNATIONAL INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARSH MANAGEMENT SERVICES (DUBLIN) LD. GROUND FLOOR, CHARLOTTE HOUSE, CHARLEMONT STREET DUBLIN 2 - D02NV26  DUBLINO IRLANDA;DANNI; 
40900;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-21;9999-12-31;USAA S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FRANKFURT CLAIMS BRANCH ( HRB 113611)  KÖNIGSBERGER STRASSE, 1  FRANCOFORTE SUL MENO GERMANIA;DANNI; 
40899;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-21;9999-12-31;USAA S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1, AVENUE DE BOIS (L- 1251)  LUSSEMBURGO LUSSEMBURGO;DANNI; 
20185;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;UTMOST PANEUROPE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NAVAN BUSINESS PARK ATHLUMNEY - NAVAN CO MEATH  NAVAN IRLANDA;VITA; 
10824;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VABIS FORSAKRINGSAKTIEBOLAG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POSTAL ADDRESS S-151 87 SODERTALIJE   SODERTALIJE SVEZIA;DANNI; 
40434;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-12-20;9999-12-31;VAV VERSICHERUNGS-AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MÜNZGASSE, 6  VIENNA AUSTRIA;DANNI; 
20122;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VERA FINANCIAL DESIGNATED ACTIVITY  COMPANY; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEAUX LANE HOUSE, MERCER STREET LOWER, DUBLIN D02DH60  DUBLINO IRLANDA;VITA; 
10578;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VEREINIGTE HAGELVERSICHERUNG VVAG;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILHELMSTRASSE, 25   GIESSEN GERMANIA;DANNI; 
40285;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-07-14;9999-12-31;VEREINIGTE TIERVERSICHERUNG  GESELLSCHAFT A.G.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SONNENBERGER STRASSE 2  WIESBADEN GERMANIA;DANNI; 
40654;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-12-14;9999-12-31;VGZ ZORGVERZEKERAAR N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEUWE STATIONSSTRAAT 12 (6811 KS)  ARNHEM PAESI BASSI;DANNI; 
10815;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VHV ALLGEMEINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VHV-PLATZ, 1  HANNOVER GERMANIA;DANNI; 
41128;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2023-06-23;9999-12-31;VIDA-CAIXA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA 189  MADRID SPAGNA;VITA; 
40356;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-09-27;9999-12-31;VIENNA INSURANCE GROUP AG WIENER VERSICHERUNG GRUPPE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SCHOTTENRING, 30  VIENNA AUSTRIA;MISTA; 
20134;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VIENNA LIFE LEBENSVERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WAGNERWEG, 6 FL - 9494 SCHAAN  SCHAAN SVIZZERA;VITA; 
40783;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-01-11;9999-12-31;VIG RE ZAJI?T?OVNA A.S.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TEMPLOVÁ 747/5 (PSÈ 11001 PRAHA 1)  PRAGA CECA, REPUBBLICA;MISTA; 
10664;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VISENTA FÖRSÄKRINGSAKTIEBOLAG - VISENTA INSURANCE COMPANY LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 16377 S-103 27   STOCCOLMA SVEZIA;DANNI; 
40154;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-22;9999-12-31;VISHAY INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O WILLIS MANAGEMENT (DUBLIN) LTD ELM PARK MERRION ROAD   DUBLINO IRLANDA;DANNI; 
40645;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-09-08;9999-12-31;VITAL BLUE INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARSH MANAGEMENT SERVICES (DUBLIN) LTD. GROUND FLOOR, CHARLOTTE HOUSE, CHARLEMONT STREET DUBLIN 2 - D02 NV26  DUBLINO IRLANDA;DANNI; 
20072;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;VITIS LIFE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;52, BOULEVARD MARCEL CAHEN  LUSSEMBURGO LUSSEMBURGO;VITA; 
